Date of Exp,Star Rating,Reviews
2021-09-29,5,"due to covid all online via telephone and email, absolutely fantastic! couldn't ask for better, highly recommend. Professional, courteous, thoughtful, the whole process was seamless and unpressurised. Thank you, would highly recommend and definitely use again."
2021-09-29,1,"My Partner and I recently visited BMW in Reading to look at a used BMW 1 Series (FG65 NWV)

We test drove the car and inspected it thoroughly before speaking to the sales man (Dan)

There were some issues with the car that bought up with the salesman and asked if they could be rectified as part of the deal if we bought the car. These included an updated Satnav System, Two new back tyres (to match the front tyres) and a full service. A full fank of fuel was also added to the list. As part of the deal we were to trade in our BMW X1 for £17,500

The salesman noted down all of the issues and then told us he would speak with the sales manager (Andrew). He returned stating that all of the issues had been agreed upon. We were happy with the deal that had been agreed, so gave a deposit of £500 and signed to buy the car.

Two days after this my partner was called by Dan who explained that they would no longer be changing the back tyres as there was nothing wrong with them.

The reason that I had asked that the tyres be changed is that one tyre was a run flat and the other side was a normal tyre as they are different designs. I then spoke to Andrew who said that the workshop had confirmed that all of the tyres are run flats and do not need to be changed. I explained to Andrew that I understood that the tyres may be the correct type but the other reason that I wanted the back tyres changed is that they are half worn and are different tread patterns across the axle and that I wanted them to be the same as the front tyres.

I explained to Andrew that even if the workshop had determined them to be fine, he had agreed to replace the tyres and had factored this into the deal that we had all agreed on.

Andrew was quite abrupt and argumentative on the phone and said that he would not chuck money at a car for no reason and that I had changed my reasoning for having the tyres changed and that I should be clear on the reason that I want them changed. He said that if it had to keep spending money on the car there would be no point selling it to us. The time of writing he has said that he will speak with the workshop and get back to me.

This conversation really annoyed and upset my partner and I, as we had worked hard finding the right car and deal and were expecting a BMW dealership to operate with some professionalism and also honour their word. We now feel that if that if the deal that we arranged, and the tyres are not changed we will take our business elsewhere and would advise others to do the same.

I have bought a car from this dealership in the past two years and was never been spoken to or treated like this before. My partner and I also felt ignored by the sales team when visiting the show room before agreeing on the sale and our phone calls regarding the car were not responded to. We thought perhaps we are being treated like this as the car is one of the cheapest in the showroom and we are worth less commission to the staff.

We collected the car on the 23rd September and handed over my X1. I was promised my £500 deposit back on the 22nd, its now the 29th and i have rang every day since chasing it. They have told me today that only yesterday they processed it and i will now have to wait 5-7 days for it. Everyone is extremely rude on the phone and interrupts me when im talking, telling me they cant help and its nothing to do with them even though they have sat on it for a week doing nothing.

There is never any apology and they don't seem to think its important. They were extremely persistent on my deposit being made immediately, but when i'm waiting for my money - they drag their feet never call back, and talk to me like an incompetent human being not worth their time. They just don't care. I'm still owed a part exchange fee of £4800 and no one will tell me when the paperwork was processed. They tell me they are busy not everyone is in and they will try and look and call back which they never do. Hense why i call them every day, and every day when I call their attitude gets worse as if i'm a pest just wasting their time.
This sales team is unprofessional and a shambles to deal with. Its the worse experience we have ever had with BMW.

When I signed paperwork to take my new car, i saw on a PRINTED piece of paper which they had completed on their computer system, one letter in my surname was incorrect, i mentioned it to Dan, and he said, ""well that's a fault that really should have been caught by you early on I don't know how to fix that now"" The team have my bank card, my driving licence with my name all over it so to say its a issue because of me was truly shocking and unacceptable . EVERYONE needs to work on their customer service skills in this department. If somethings an issue you don't blame the customer, you take it away and deal with it privately with your colleagues.

STAY AWAY FROM USED CAR SALES TEAM AT THE READING BRANCH."
2021-09-28,5,"Always receive consistently great customer service from the Inchcape Jaguar Landrover Service Centre in Guildford. Nothing is ever too much trouble. Everyone is really friendly, polite and efficient. Zara, especially, has been my customer service advisor the last few times my car has been here and she is brilliant."
2021-09-28,5,Done service on time.
2021-09-27,5,"Good service overall, Sophie was very efficient"
2021-09-27,4,"I just wanted to leave a review as we were so impressed with Alex at Inchcape Colchester. Such an honest person to deal with, especially when buying a car. He was also very knowledgeable and helpful."
2021-09-26,5,Brilliant service. Very helpful and very happy with my new car
2021-09-26,1,"Extremely disappointed with inchscape Cheltenham branch
Visited site initially on line, viewed a Range Rover sport (£30,115) which we were interested In Purchasing. Completed inchcape online valuation for our proposed Px which stated a fair price for VW Golf R. Spoke to sales team prior to visiting branch ( travelling from Northwich Cheshire to Cheltenham) to discuss availability and confirming quotation online.
After travelling for 2.5 hrs we arrived at the branch - no one came out to greet us, the vehicle was opened from inside branch and a test drive was given.
Then, once we returned we were invited in to discuss terms - the sale team firstly stated the quote on Line for part ex was inaccurate ( common problem they stated with their on line evaluations) and offered £1500 less than quoted - but failed to acknowledge their responsibility for notifying us of this important fact prior to visiting the branch, as we would not have travelled such a distance had they done so. Inchcape Cheltenham Would not negotiate price of the Range Rover to reflect revised px price offered stating the screen price was the price!!
We found the sales team to be arrogant and dismissive in manner given the time & expense we had given to purchase the Range Rover - needless to say confidence was lost and so was the sale. I have to say I have a long history as a repeat customer with Inchcape and have purchased many VW & Mercedes vehicles from both inchcape chester and Shrewsbury Mercedes and VW (7 cars in total) In the past and found previous experiences to be professional and courteous- this was not my experience with their Cheltenham branch - being fair, professional, honest and transparent was absent at team Cheltenham. This experience has tainted previously held positive regard I had for the brand and would think twice before considering inchcape in the future.
Mr Grimward"
2021-09-25,5,"We bought our 3rd car through Phil Litchfield at the Nottingham branch last week. Every time Phil has been amazing and is available day and night. He even took calls from his hospital bed.
We ordered our latest car several months ago but it was delayed due to production issues. Phil kept us up to date throughout until we finally collected our new car last week. Absolutely worth waiting for."
2021-09-25,2,"Terrible customer service at the Shrewsbury branch. Made mistakes on the handover of our car and not told a few things we needed to know.
We checked the car was taxed as it was a demonstration model and it was taxed on direct.gov until next year but lo and behold we got a letter this morning from the DVLA informing us our new vehicle wasn’t taxed, I can only assume that they decided to claim the money back on the remaining months.
We have never had this happen before and feel like they just wanted the sale done and dusted with no proper communication at all."
2021-09-24,1,"Major problem and deceit (used to be good). In for a major service recently. Had written confirmation of parts and numbers to be used, instead they changed with the intention of using cheaper optifit which I declined extra works because of this. They also never changed the plugs and tried to blame the previous service company for missing them, I pointed out they were the previous service company. They also told me I needed Discs which it did not, and to change a shock absorber which it wasn't either. They have caused damage to the car and have requested photos that were sent. No response and despite chasing still no response. I have requested cancelation of contract and options, still no response. I will not likely return and await refunded monies and damages resolved. Probably end up having to go legal as they are not responding."
2021-09-22,3,"I recently bought a 3 year old transporter and I booked it in for a health check. After the health check the tech found that the auxiliary belt tensioner pully was making excessive noise and recommended it gets replaced. When I spoke to the service advisor about this as the van has 2 years extended warranty, he told me it will be OK and I should wait till it fails. I'm a bit unhappy as I have heard that if the pully fails and the auxiliary belt snaps then I can also cause damage to the timing belt cover or even worse the timing belt itself potentially causing catastrophic failure of the engine."
2021-09-21,5,Martin at Preston did a great job - personable and cares about what he does. Top marks.
2021-09-21,5,The team are fantastic and communicative. I have been here for the last 6 cars now.
2021-09-21,5,"Excellent service from start to finish, if you need a new BMW speak to Tristan and his team in Reading."
2021-09-21,5,"Purchasing a new vehicle at the local Inchcape dealership was a breeze. Sailed through the process with ease, topped off with an un veiling in the customer collection showroom."
2021-09-20,5,"I really enjoyed driving my Lexus IS250 for past 10 years, but wanted a hybrid. Just brought my fourth Lexus car, from Lexus Nottingham, the Lexus NX 300h . All cars have been stunning, comfortable and reliable.

Customer service is excellent, Ryan was very knowledgeable, professional and friendly."
2021-09-20,5,"I have recently purchased an Electric Vehicle from Inchape Liverpool. I was quite uncertain about EVs initially but the sales guy, Jack was very patient and knowledgeable. He found answers to all my (many) questions. Nothing was too much trouble. Great service throughout."
2021-09-20,2,"My car had been there for nearly two weeks for some warranty work to be carried and oil service. To be fair, the faulty part had to be ordered, and I was given a loan car courtesy of Enterprise Car Hire. However, it was a piece of pants for a 69 plate with marks and small dents everywhere. I can't blame Inchcape for that, though.

1 - One of the jobs I requested was a 2021-3 Sat Nav update, but I was informed they couldn't do that as they don't have the latest map update from BMW. - I came home and downloaded it from the BMW website. It took me about an hour to do—no idea why they couldn't do this.

2 - When I collected the car after a week, the service indication was still on, so I had to wait for this to be updated. Apparently, this was due to the software being updated.

3 - A couple of days later, the same fault has come back on the car, and the warning light says, please call the nearest garage. I have left three messages with the advisor I was dealing with for over two days, still waiting for a callback.

They must be very busy as the phones ring for ages and sometimes get cut off when no one picks up.

Would I use them again.. probably not?"
2021-09-17,1,What a liberty taking. I found a lovely F Pace jag at Inchcape Derby and showed an interest in buying it but couldn't take it for a test drive as it hadn't been through their workshop. The car was advertised at a certain price on autotrader and although above my budget i had my heart set on the purchase. Five days later i was told it was ready for me to drive but on arrival the price of the car had been increased that morning after advertising it all week at one price. After a long conversation with the salesman he informed his boss that my interest in the car dated five days ago at the original advertised price but he was told i could not have the car at the original advertised price..i was gutted as they had added another £600 on the car and i had to walk away in disgust and disappointment. I feel that changing the price at the last minute and expecting me to pay the increase was certainly taking advantage and i will certainly be staying away from Inchcape and so will my friends in future as it seems that they do not value their customers.
2021-09-17,5,"I love my Mercedes and the guy (Phil Litchfield) was amazing throughout
Giving me 100% confidence
I couldn’t be happier"
2021-09-15,1,Joke Dealer. Steer clear. Drive to Chesterfield or Nottingham.
2021-09-15,1,Toyota Inchcape Oxford !!! The only reason you got 1 star was because I had too !! What a complete joke you are.Apart from the receptionist she was nice.
2021-09-14,1,"Where to start with the Volkswagen garage, I bought a car from Chester everything was good until they delivered the car! Chip on the windscreen, chip on the bonnet and it’s been in the garage 3 times and i have at the car 2 weeks! Been trying to contact the garage and what a surprise can’t get through, don’t return my calls when a message is left! Absolutely disgusting, everyone says go to a well known garage well I will not be doing this anymore! Got the sale now they aren’t bothered that the car is sooo poor it’s been in the garage more than any car ive had!"
2021-09-14,5,Excellent service from Dalius at the showroom and his follow up after my purchase
2021-09-14,5,Excellent service and communication.
2021-09-14,1,Inchcape audi Stockport is hilarious I called up to book an appointment to buy a car and was told a sales member would call me back and never did they must have a booming sideline in something other then selling cars haha 1 star given only in order to write a review… PANTS👎🏻
2021-09-14,1,"Went to my local Swindon Audi and found a car I wanted, spoke with the salesman for 30-40 mins, went for a test drive, spoke about the minor things which would be touched up, some rubber matts and worked out how much my old car would be in part exchange... then, I calculated the difference in my head of the price clearly displayed on the windscreen, turns out they had increased the price twice, neither time updating the windscreen so as a normal customer I was mislead into thinking this was the selling price. turns out they had increased the price by £2,000 in only 2 weeks... they refused to budge on price despite the fact their method was in clear contradiction of trading standards (it even lists this as an example)..."
2021-09-13,5,"Only one thing i notice, when i did ask about the courtesy car and i have been told this straight away - ""If i give you courtesy car now and we have about 20 booking a day and everyone ask for courtesy car so we do not have left, so no we do not have available"" - this was sudden response to me when i mention ""do you provide courtesy car? anyway this is not a complaint i like the service, just felt that if i have informed earlier via conversation on the phone i would take those offer as i live quite far Ascot to Guildford and I'm running my business operations while im waiting outside close by the garage in Inchcape Guildford. but overall was good as they fixed it on the day."
2021-09-13,5,Mr Alex did a fantastic job in finding my new car.
2021-09-10,1,"Paid for the pickup-and-delivery option for a service at Inchcape Guildford. Quite expensive service costs. They rang to inform us the work was complete and asked us to pay, which we did, and they confirmed it would be returned today (Friday).We have a day-trip planned with 3 kids tomorrow morning, requiring packing car this evening. 22:00hrs now and still no car. Garage closed and no way to find out where the vehicle is. We will not be able to go on the planned day-trip tomorrow. Terribly disappointed and frustrated. Kids will be more so. No doubt apologies may be made tomorrow - possibly even that they'll use this feedback to improve their customer service in future (see their website) but they won't actually care about the impact that this poor service has."
2021-09-10,5,Excellent great service had a problem with my car all sorted would recommend many thanks
2021-09-10,1,"Customer not informed about the service completion. Entered incorrect customer details in the system, blaming customer, talking rudely with customer and covering their mistakes."
2021-09-09,1,"Tried booking my F-Type in for a service at Jaguar Norwich, I was told it would be for 1 hour. I wanted to drop off at 9.00 am and collect car before 2 pm as not local and needed to be back by 3.00pm. Was told can only book in and leave the car from 9-6 or you can wait for two hours only from 2.00pm which would not work. I had no date restraints on when service can be booked in for , was promised a call back to book in did not call back , called again was promised they would call back ,did not call back again !, called again (third time !) and they called back to say you can book for a sat morning service is 9-12 three hours! but could not book this during the week!! dropping off at 9 for collection at 2.00 that's 5 hours ! what so no appointments for the rest of this year ?? asked to speak to service manager Mark Swift , never called back! the worst service I have ever experienced just trying to book a service . How difficult can it be ? I would not recommend under any circumstances ."
2021-09-08,5,I found the approach and interaction most personable and I must say the whole atmosphere in the dealership should be recommended and was the best experience I have had to date in a BMW dealership. The reception staff were personable and not aloof and the whole atmosphere was one of calm and not frenetic as experienced in other dealerships. If you were more local to my home base I would definitely utilise your services for regular support of my vehicle.
2021-09-07,5,My Mercedes CLS was booked in for a repair involving a replacement bumper. The whole process was handled by Paul Cooper who provided a very professional level of attention to my job. Courtesy car handover was quick and easy. I was concerned about colour matching but the final result was perfect. Overall the process was excellent.
2021-09-07,5,"My car needed body repairs, servicing and MOT. All was carried out. My only concern was when I checked my tyre pressures all my tyres were inflated to 3.5 mb (55psi) instead of 2.7mb (40psi) as stated on the servicing check list. I deflated them to the correct pressures and inform the servicing department of this in case the pressure regulator used to inflate my tyres needed recalibrating. Apart from that everything the garage and bodyshop did was excellent."
2021-09-06,5,"My experience throughout the purchase of my Lexus RX was one of complete satisfaction.
I was introduced to all the senior managers who confirmed my purchase to be one of quality, reliability and continuous support.
Special thanks to Sales Executive, Elly Power who is a pleasant, experienced and knowledgeable lady who is a credit to Lexus Derby.
I look forward to many years of trouble free motoring with the knowledge that the smallest of issues would be rectified by a first class team at Lexus Derby."
2021-09-06,5,"From start to finish, the service I received was excellent. Mark Jeffery was my contact point throughout. He answered all of my BMW-based questions fairly and in detail (there were many, as I had been a long-term Mercedes Benz user), without the burden of sales patter or 'steering' me to gain a sale. The whole buying experience (of an approved 4 series) was completed with an assured confidence that I appreciated as a business professional. Mark even went the extra mile to accomodate my timing needs, enabling me to collect the vehicle to suit my schedule rather than his own. I am now enjoying my BMW, a great choice!"
2021-09-03,5,My car was collected and returned after service. Everything was satisfactory.
2021-09-02,1,"SLOPPY, UNCONCERNED SERVICE, AVOID!!

Our car smelled strongly of raw diesel fuel after being serviced. A good amount had been spilled onto the engine for some reason. Their 'health check' wrongly stated that we needed an immediate brake fluid change when it did not - they not tested the fluid and misread the service log. On calling them about these issues they seemed totally unconcerned. After spending over £700 we are naturally appalled and very disappointed with Inchcape Shrewsbury and will go elsewhere next time."
2021-09-02,1,"To Whom it may concern,

We bought our first EV car EQC400 from Mercedes Coventry. We had 2 sales person involved as 1 had left and the transitioning to another sales to take over the sale was appalling. The lack of communication to pass on my details to another salesman about the sale , as I already knew the first Sales man was leaving, I was calling up many times to see when my car was arriving and enquiring about the EV charging etc and getting back to me took a few days. Eventually the 2nd salesman called and thought I was only enquiring about EV Charging on the EQC 400, but then he understood that I had already ordered the Car !
Although 2nd Salesman was a nice guy But unfortunately he does not know much about the car I purchased or know anything about EV cars at all ! I had to do a lot of research about the car and the options on the car I have with Mercedes Me online and YouTube.
Even the car had arrived, I was not been notified by the 2nd Salesman and he assumed that I had already arranged to pick up my car from the 1st Salesman.
I as a customer had to chase and call almost every day to the salesman has the car arrived ? as it had supposed already arrived on a certain date.
This is my 4th Mercedes from Coventry Inchcape , the last 2 times of sales is not up to standard and disappointed as I had to find out more about the car and do all the chasing around. This could be my last Mercedes from you in Coventry Inchcape.
As the car industry in EV is moving forward rapidly, I would advise the sales team to improve on their Sales , customers services and knowledge about EV cars especially ! As I don’t think they have had any training on EV Mercedes.

Regards

Ken Tsang"
2021-09-01,1,"I recently bought a Mercedes from the dealership in Leicester and was very disappointed with the post sales customer service. The salesman lost his initial level of helpfulness once the car was sold, which reflects very poorly. I asked to be shown some features in the car and received a rushed overview and was told to go look online. After having looked online and following up with a few Q's, I have received no response. This is very disappointing customer service, given Mercedes's status as a luxury car brand."
2021-09-01,3,"I attended BMW after seeking a diagnostic test on my steering which I felt had play in it. They checked the car. They could find no steering issue but told me that my two rear tyres were bald the cord was showing. They said they could source two tyres but it would not be ready until Saturday. I could not wait long, so had to get the tyres sourced elsewhere. I went to a tyre specialist, they told me the cord was not showing and the tyre was low not bald. They were relatively new tires, less than 6 months old. Pot holes and what nots are the course of the issue I am told, which may have misaligned my tyres.

So when I went in to collect my car I was not expected to wait for half an hour. After the first 20 minutes I returned to reception believing I may have been forgotten. The salesperson was on the telephone. He kept me waiting another 10 minutes after that. When he arrived, he was totally unapologetic. No apology at all. He was not unkind or unpleasant just did not tell me he was sorry for keeping me waiting for half an hour. Really disappointed by the way I was treated. I had far better things I could have been doing, the lack of value for my time was surprising. I have been a BMW customer for years, I had come to expect high standards of customer care, this was by far the worse experience I had in more than a decade…I felt like the invisible women. No one wants to feel like that. Come on BMW you can do better than this…"
2021-08-31,5,Excellent Teamwork and also always kind and very helpful as well.
2021-08-30,5,Top class service trying up my older C-HR for the new GR Sport. Melissa was simply excellent from start to finish and top dealership.
2021-08-30,5,Great service. Helpful staff .
2021-08-29,1,"Absolutely abysmal company! This is directed towards Inchcape Mercedes. I started looking into buying a car as I love cars so I find a car which ticked most of my boxes. I want to try before I buy so I phone up the Mercedes dealership and book and appointment for a test drive as they had 24hr test drives on at the time. I say I just want to test and have a look at both new and used for the best deal. I get to the dealership for a test drive and the guy sits me down without even introducing himself and starts speccing a new car to order which confused me so after a few questions I said wait I only want to test drive and see if I want one first so he’s like fine. Puts my details In the system and tells me I’m too young for the insurance so he will have to contact head office which will take a couple of days. After a few cancellations and days later I finally get a test drive and loved the car. I get back and tell him I want to get one but it will probably be a used one as I’ve looked at the deals myself and that’s what makes most sense to me so he says fine. I tell him what I want and he says he will call when one comes up. Never heard from him again. Went to another Inchcape to test drive a specific used car I’m interested in. I turn up and the guy tells me it’s been sold so I made the 45 min journey for nothing. He seemed like a decent chap apart from him being completely useless so I told him what I wanted and again he said he’d contact me when one comes up. It’s been almost a year now. I’ve since bought one from a private seller and sold for £3k profit after putting 5k miles on it so I suppose I can’t complain. I don’t know if it was because I was a cash buyer that they didn’t car or because I was 21 and they didn’t believe I could afford one but whatever it was, was very unprofessional. I will never use an Inchape ever again. when I had my Mercedes I drove further away to get it serviced at an LSH rather than going to this awful company! (LSH was also cheaper on all services)"
2021-08-27,1,I had my car serviced a couple of days ago. The map update is not at the latest level. I tried to phone their service desk and was told someone would call me back - 25 hours later and no one has. I filled in their web request form to complain and no one has contacted me. Terrible communication and poor customer service so far from them
2021-08-27,5,"Went into Chelmsford BMW to look at a used M2, great service, I usually buy Mercedes and haven’t bought a BMW for years but I found the service in BMW much better than Mercedes."
2021-08-27,1,"I brought my car in for its annual service and MOT and it failed because the nearside indicator repeater (the extra indicator on the wing mirror) wasn't working and I was told you couldn't get the part for a few weeks so to go away and try to get it fixed somewhere else. That is appalling customer service. The least you could have done was pass its MOT for such a ridiculously insignificant fault, order the part and I would have brought it back to be fixed when the part came in. What am I supposed to do when my current MOT expires? This is completely unreasonable. I have a car that I can't drive because Mercedes failed it on its MOT and then hasn't got the ability to fix it. It's disgusting service."
2021-08-24,2,"Bought a new Golf from inchcape Stockport; sales went fine & I was told they undertook a 150 check on the car that gave confidence it was fine. Went on holiday in the car & day 2 it broke down in Kent! 500mls on the thing & it stopped. Called out VW out who said the battery had been changed at some time but no record of the change. The battery had NOT been coded to the vehicle & the main charging wire not connected so the vehicle didn’t know what the battery was! The whole car had to be reset before it would work. It took 2 hours from arrival to sort it out & get it working! The attending engineer was very helpful & courteous & couldn’t do enough for us. However, the experience has let me thinking I won’t be buying another car from them. I would expect a car with 500mls on the clock to actually work! How on earth they checked any of the 150 items w/o a battery is beyond me. I expect they were lying & didn’t actually check anything. I was robbed of a day’s holiday because of this incident."
2021-08-24,1,"Had MOT,Service and Brake Fluid change 17/08/2021. Just realised that I have been charged £150.00 twice.
Visited showroom today at 09:30 to try and get money back. The staff assured me that they would call me at home to arrange the return of the incorrectly taken second amount. Payment would be refunded into my account in 3-5 working days. It’s 15:30, no call from dealership. Why should I wait for my money."
2021-08-24,5,"Ist class service from reception through to service from Tom Smith in purchasing our new car.
Friendly atmosphere all round.🙂"
2021-08-24,5,"Very good experience found out more was wrong with my car than first thought, they video the work that needs doing so you can see love that, the guy in charge of service was very helpful and found me a car to use while mine was fixed, bonus it was a supra will definitely be using again"
2021-08-23,5,Excellent service
2021-08-22,1,"The place I was told I could sit and work while I wait was directly under a speaker from which music was being played. The receptionist refused to turn it down sufficiently because she wanted “atmosphere” in the showroom. It was empty. I was the only customer.
The service took an age and two of the problems were not dealt with because they said they didn’t have time to look at it. I’d have to come back. Never going back to this dealer again."
2021-08-20,5,I am so pleased with the amazing service from start to finish.I will definitely be coming back for servicing. Thank you so much for fitting my car in same day. Then also arranging for the diamond cut alloy wheels to be professionally refinished. They look amazing! You really look after your customers - huge thank you to you all.
2021-08-19,1,"This relates to Inchcape Jaguar Norwich. Two years ago bought an F-type from them despite a friend warning me about the appalling service. Sales experience was fine but the service department were appalling. Completely ignored emails and requests for attention to specific issues with the car. I had to involve the Sales manager in order to get a response. After profuse apologies from the business last year regarding my experience was hoping for improvement this year but two days after my email was sent requesting service dates - no response again. When i phoned up the receptionist seemed to imply that because the service manager got a lot of emails it was better to phone -ie. i should not really expect a response. i think that says it all. If it was not for a concerning issue with the car which i feel should have been dealt with last year and was not, i would have gone elsewhere and once that issue is resolved i shall vote with my feet."
2021-08-18,5,"It was a very good experience at Mercedez. Having met Phil the experience became even more wonderful.He was very humble , very helpful. He helped us right from the beginning till the very end, excellent service, very quick. I would definitely recommend Phil to my friends for any assistance ."
2021-08-18,5,"My car needed an MOT with collection and delivery, as I'm limited in my ability to stand or walk. I called in to M-B Southport and made a convenient appointment. The Service Department phoned me to confirm the time the day before. My car was collected on time and returned having been cleaned. Excellent service, as always."
2021-08-17,5,"From the day I walked into the showroom to the day I collected the car, the service from Tim was excellent, kept me informed throughout the process and even though the extra part was not fitted the handover to service was excellent."
2021-08-17,5,"I had a very positive experience with everyone at Inchcape Warrington, Sam the sales person was professional and knowledgeable, a joy to deal with. Very please with the service I received and when I'm looking to replace my car they will be my first choice."
2021-08-17,5,"Speedy First class service with regular updates on what needed to be done and duration. I was well taken care of throughout my wait, able to continue working via laptop with minimal disruption to my day.
Best thing, my car was returned fully cleaned in and out and left feeling reassured."
2021-08-16,5,"My car was in for its first service, it was discovered that a tyre was damaged, but covered by my tyre insurance. A tyre was sourced and fitted and claimed on the insurance on my behalf all during the period when the car was at the dealership for the service. First class care!"
2021-08-16,2,"Disappointed, to say the least. Expected a lot from Lexus, and I have been left with a bad taste in my mouth.

Between broken promises, and a poor car-retrieval process, I'm disappointed to have experienced such dire service, when I've heard so many good things about Lexus.

I really wanted things to go well, but it just didn't. I'm in the process of complaining officially, and I will hopefully see if things can be turned around."
2021-08-16,5,Large dealership that provides excellent service and completes work on time. Vehicle always returned cleaned inside and out and does not overcharge.
2021-08-13,5,"I took my car into Inchcape JLR service centre last week. They provided me with a courtesy car, which was very new and very clean. They had a list of jobs to carry out on my vehicle under warranty. It took a little longer than anticipated due to parts availability.
I was kept informed right through the process. John (service advisor), and Jamie (parts) were both very professional.
My car came back with all the required work completed, and it was lovely and clean.
It's a shame that other dealers cannot be so professional. The purpose-built service centre is way better than any other JLR dealer in the south.
I travel over 80 to take my vehicle to Inchcape, with at least 4 other dealers closer to me.
One day other dealers will build service centres away from their showrooms, where parking is not an issue.
Thank you Inchcape."
2021-08-12,1,"- Missing service history book, the sales didn't mention why it is missing in the car nor reply to my email of enquiry regarding the missing service book

- The car was with privacy tinted glass showed on the picture but both rear windows were missing during the date of collection. Although the reason was understandable, the salesman didn't inform me before I found out after the test drive. I felt a bit unhappy to trust this dealership again. As if 'don't tell if they (customer) didn't notice"" I picked the car because knowing having privacy glass is one of the desirable features. When asked if I can get a little discount because of the missing feature, I was told that I could just leave and not take the car. I have travelled 3+ hours on public transport to get the car from a Toyota dealership hoping everything will be alright. The vehicle was the cheapest car from the lot I understand, I hope it is understandable that I am also paying considerably more than a local private seller because I am buying it from a Toyota dealer.

To be fair, the salesman did explain the situation and I appreciated that. Just unfortunately a 'good' thing he did for me turned into such a bad experience for my side. I also appreciated the full tank of petrol supplied from the dealer."
2021-08-11,5,"I recently took my car in for its service at Inchcape Colchester. From calling in to seeing when I could get my car booked in to when I collected the car the customer service was excellent. To add to this, there was a fault with my washers jets and Jade has now managed to get that booked in soon so that it can be fixed. All round I can’t complain at all. My only grudge might be that it wasn’t very well polished after it’s been cleaned but there we go."
2021-08-11,1,"I've recently purchased a used C350e at the M-B of Coventry (Inchcape). The sales assistant Aqeem was thoroughly unknowledgable about the car, making stuff up on the go and presenting it as facts, while it was often wrong.
Aqeem did nor respond to any of 3 emails I've sent him regarding clarification of the purchase process.
My purchase was subject to a specific delivery date which was confirmed several times including the afternoon before delivery. At the scheduled time of delivery I was called that ""car still needs to go to body shop"" and will be delivered 3 days late.
Eventually car was delivered without floor mats, Aqeem and his manager claim the car comes without floor mats. Somehow I do not believe that a car that would cost £50k+ new as it is essentially full-spec does not come with floor mats, but I might be wrong.

After escalating this they did give me 2 years of free servicing, but I would still prefer to buy a car from people who are competent, respond to queries and don't mislead me."
2021-08-05,5,"New GLA 250e from Nottingham my 3rd new Mercedes from them and the usual great service especially from Phil who managed our expectations with the current delivery delays outside the dealerships control.
And patient handover with great follow up.
Love the hybrid which is amazing. Thanks"
2021-08-05,5,"I bought a new Smart from Phil at Mercedes-Benz of Nottingham. The whole process was remote (I live 130 miles away) and followed an email enquiry I made through their website.

It was hugely impressive. After a short introductory call, Phil was responsive, communicative and arranged finance and delivery of the vehicle efficiently and quickly. He was a pleasure to deal with and by far the best car salesperson I have dealt with."
2021-08-03,5,"Service sight inspection was completed within the 1.45 hours designated time complete. Small defect noted and as I had just purchased the car from elsewhere I wanted to go on the service, mot and breakdown plan. This was brilliant news Colin communicated excellently and Tom sent in video all happy days."
2021-08-01,5,"Customer service that I received was brilliant. Even when I’d taken the car away, and found an issue with the air con, Angel organised not only to have it collected from my place of work, with a backup car for my commute - but had my car back next day. Wouldn’t hesitate to purchase from here again, I was well looked after."
2021-07-29,5,"We had to use Inchcape in Altrincham after my wife's car broke down on the M6. They could not have been more attentive and efficient.

The issue was diagnosed quickly and we were comfortable with their opinion as it was a recurring issue and despite staff shortages due to ""pinging"" they sorted the vehicle out in 48 hours.

We were very grateful and could not have been more impressed. A rare experience in today's world."
2021-07-29,1,"Inchcape Mercedes North Wales - in particular the accounts debt provided shocking service. Put down a £99 refundable deposit to hold a car pending viewing which I decided not to proceed with on the Monday. Chased up the refund after no receipt the following Friday, and it then took a further 5 days to actually get confirmation the the refund has been processed! Now to wait for the actual money back - up to 10 days apparently!!"
2021-07-29,1,"Inchcape Land Rover Guildford is just a joke. Servicing is completely incompetent. Been 4 times to identify and repair the vibrations. So far the spend is £3000. I believe it is because Inchcape company value to its staff is about how the make the bill the most expensive. I had to take over as they were just taking my wife to cleaners. Once they know there is a problem, they dont call you, return calls. In fact, I cannot get my car back after almost 2 weeks. This company has no complaints handling procedures! Be very vigilant when using this garage as the front office staff have no experience and you are taken for a ride in terms of servicing. You cannot give them your TRUST."
2021-07-28,5,"Went looking for a used car for my son which we viewed from the website and ended up buying a different vehicle which was recommended by Rob and it was perfect!

Rob was great in terms of explaining the history and spec of the vehicle, his knowledge around finance etc and all round great customer experience.

A great experience all round and would definitely recommend this dealership if buying a used car."
2021-07-27,1,"A job that was scheduled for one day took over a week.
Still have no idea what works have been completed on the vehicle.
No handover or paperwork was provided on collection.
Despite waiting on feedback for over 40 minutes the feedback that was provided was incorrect on each of the 5/6 occasions a member of staff came back to me, so I gave up and left.
I am still waiting on a call to explain what works were done to the vehicle."
2021-07-27,5,"Really good service, problem diagnosed quickly and explained to me in a away I could understand no jargon. Really friendly staff."
