Date of Exp,Star Rating,Reviews
6/21/18,5,"Excellent from reception to Jo on service counter, to picking up my clean car. Thanks"
6/21/18,5,"Very smooth and enjoyable experience buying from Cooper BMW Norwich. Constructive and thoughtful advice given, meticulous attention to detail and finding the right car for my needs made this the best car-buying experience I’ve had. James Hurn was very patient and knowledgeable, going out of his way to make sure I was happy with each stage of the process and once the car had arrived, he ensured that the condition of the car was spot-on. I can honestly say this has been a purchase that I can look back on with no regrets or mis-givings."
6/21/18,5,"After buying the WRONG CAR from another L/R dealer and deciding, after 5 weeks, that I just couldn't keep it, I went to Inchcape(Hunters) in Southampton fearing the worst. I was expecting to loose quite a bit of money but no, they sorted me out and I came away happy. I traded in a Disco 4 for a Freelander 2. Have to say that it was a good experience and James my salesman was very professional and extremely helpful. I would totally recommend Hunters to friends and family.
Thanks to all
Keithbuster"
6/21/18,4,"From the phone service to the end journey was effortless ,
Ellie Farrell the service advisor that dealt with me was fantastic,she was very professional and helpful with my one and only query,
She is a credit to the company and deserves a recognition"
6/21/18,5,Really great service from Kal in the Liverpool showroom from start to finish would recommend this salesman to friends
6/21/18,5,"Leicester Mercedes were brilliant they arranged to pick my car up at the
House they collected the car on time and returned it early afternoon
had a service and check over. good job guys"
6/21/18,5,"Best looking showroom! Visited the showroom to test a used 5 Series, which we ended up buying a week later, totally delighted with the quality of the vehicle. The customer service was exceptional.Very good experience, one happy customer"
6/21/18,4,"I gave my car for servicing & MOT check & the experience was very good. As a courtesy car I was given a brand new E class to drive. I got back the car on time & everything was explained to me very well by Tim who was very friendly & courteous.
I gave a 4 and not a 5 because the person who received me first in the morning of 20th June who was a young guy was a bit rough & aggressive calling me mate & buddy, even though I am at least 15 years older than him. Another lady named Seema was also quite rude & curt while talking to me on the phone when I had asked some details about the service. This was my second visit to this showroom. The first was almost 10 months back when I wanted to buy a car and did not buy it from here as I found Catherine & Alvin very rude & pushy. I bought my car from Mercedes Inchcape Derby instead and they were very good. But I had to come back to this showroom as the service was due for the car.
Someone needs to look at the customer service dept here. The people working in the service dept are good."
6/21/18,5,Excellent well recommended
6/21/18,5,"Having bought from Toyota before I expect the expert quality of service expected, and they did not let me down. Kind and considerate sales personel help me choose my car without harassment. Always a pleasure doing business with them."
6/21/18,5,warm friendly helpful
6/21/18,5,"I was kept informed by Inchcape from collection of my vehicle for service all the way through to delivery back to me. I received a text message advising what time my vehicle went into the servicing bay and this was followed up with an email showing the work carried out along with the results of the service. Excellent Customer Service all round, couldnt fault the experience."
6/21/18,5,"New to the process, everything explained plainly and was a seamless process.
Excellent"
6/21/18,5,"Excellent service from start to finish with this garage i think they must have pinched the best staff from all the top dealerships in UK.
Well Done."
6/21/18,5,"Was a fast, effiecent service with polite,tentative staff. The salesman Tom Kernahan, who sold me the car recognised me and made an effort to say hello which was a nice gesture. One thing to point out though.... the customer waiting area had Jeremy Kyle on, on the large TV. I found it an odd choice given it was all about sex tapes and masturbation.... would think BBC news 24/7 would perhaps be more appropriate whilst one waits for a car service."
6/21/18,5,Martin Tickle was very helpful from start to finish on purchasing my Mercedes C Class Coupe. From initially advising based on no sales opportunity he committed valuable time and information to help me understand what model of car was right for me. This ultimately led to a sale 2 weeks later when I revisited the warrington site for further information. Martin pulled out all the stops he could to make me happy from extra visits to staying late to suit me. Everything Martin promised was delivered on time and professionally. Thanks Martin for all your help.
6/21/18,5,Nice and happy
6/21/18,5,"I have recently purchased a used Mercedes C180 from Warrington Mercedes. Very easy transaction mainly due to the salesman Graham O'Conner .
No pressure and very knowledgeable."
6/21/18,1,"My car (Range Rover) was recovered by the AA following an engine fault. It sat with Inchcape Hunters for 6 days without any contact from the garage so I had to contact them to ask whether anyone had looked at the large grey Range Rover parked in their service area. They had not. What followed was disaster after disaster:
1. Calls are diverted, held for long periods and staff are generally not contactable., Messages rarely resulting in a timely call back.
2. When I registered dissatisfaction the service team became rude and on one occasion put the phone down.
3. I was told the ""fault"" was fixed when what they really meant was that they had serviced the vehicle but had not bothered to look at the items specifically detailed as requiring repair. All in all I felt they the people I spoke to were just dishonest.

All this took two weeks to resolve - and would have been longer had I not spent several hours on the phone making sure the garage actually did what it was requested to do.

To top it all off, two days after getting the vehicle back I then received a video of the service showing me my ""heavily worn"" brake pads. The worker said the pads now need changing and in any event within the next 10k miles. Needless to say, the brake pads were not replaced - and no-one thought to ask about doing this work whilst the vehicle was at the garage! I don't know what to say!

I have had the misfortune of using Hunters (now Inchcape) on various occasions over the last 10 years (sadly some things have to be done by the authorised dealer) and they never seem to change. Customers are very much the second priority here. I would actively avoid using this garage for anything - including sales (where I have had similar poor experience). My experience is shared by a number of my farm neighbours in North Norfolk so that we have persuaded a local garage near Holt to get a land rover specialist in so that they can handle servicing properly. I hope this gets going.

Please heed this warning - avoid Hunters in Norwich. I really don't know how this place manages to survive. Big changes in culture and personnel required here before I will go any near them again."
6/21/18,2,"The customer service experience was very disappointing.
I have visited the customer area within servicing on 3 occassions and have been left disappointed every time.
I have just stood there for several minutes and the staff just walk past me rather than asking if they can help. This needs to improve - poor service."
6/21/18,5,Always very helpful and good communication with customers.
6/20/18,5,Tried a full service with home pick up of vehicle and I think it worked a treat. A call in the morning to update and a call when car was almost ready.
6/20/18,5,"Efficient, confident but friendly service. I was provided with an excellent hire car for the day, and my car was ready slightly earlier than they predicted. It was returned to me fully valeted."
6/20/18,5,"excellent service, vehicle booked in on time, good feedback, good performance."
6/20/18,5,"Brilliant service.
Everything they say, they do"
6/20/18,5,"The team at Mini Cooper Reading were amazing! I truly cannot thank them enough for helping to me see my dream car become a reality! Friendly, helpful, and relaxed, no part of my engagement with them has been difficult. No hard sell, giving me what I wanted and going the extra mile to make the experience exciting and fun. THANK YOU!! Adnan in particular was brilliant."
6/20/18,5,"After already owning a BMW, going to another of the top brands (landrover) not receiving the service and commitment to find a car to the spec I wanted, I found myself going back to bmw to find my next car. The budget I had was not a problem unlike other dealers, who didn't seem to want to do the work. Bmw, especially James Richardson, couldnt do enough for me, so friendly, weren't pushy at all, and didn't try to sell you something that you didn't need just to reach your max limit. Nothing was too much trouble, any help needed would be available whenever I want to call. The after service is just as important as the sale. Great job bmw coopers Norwich (and James)."
6/20/18,5,My visit to Cooper Sunderland was to have my BMW serviced. My wife and I were greeted by the lovely Brenda at reception and were shown to our designated service advisor Stewart. We were served coffee whilst the service formalities were completed and Stewart took note of two queries I had about the operation of my car. We were advised when the vehicle would be ready and arrived at the appointed time to be looked after by Brenda again while the service report was completed at which time we were taken to Stewart who answered my queries very comprehensively and gave a run down of the service carried out and alerted me to the nearside rear tyre possibly needing replacement before the winter and that everything else was fine. Great service as always. Would not go anywhere else. Great service and great staff. Have been using this dealer for around 18 years.
6/20/18,5,Very friendly and helpful receptionist and Dan was very helpful and offered alternatives where needed. A very helpful fellow
6/20/18,4,"I had booked in for a brake fluid service and a free Spring Health check. All went smoothly and I was sent a video of the health check explaining faults found. However, it was not explained that the video was just of the health check so I had to telephone to make sure that the requested work had been done.

I returned to collect my car after I'd been told it was ready. Unfortunately, I had to wait 30 minutes for the service adviser to return, having been told that he was in the workshop and, after 15 minutes, that he had been told I was waiting. He was apologetic but the delay undid any goodwill built up by the earlier good service."
6/20/18,5,Excellent Service. All done on time and without fuss.
6/20/18,5,"I was discomforted by the call centre booking who were unable to give me a first start time for my service.I wished to visit a granddaughter in hospital in the afternoon.However,at Southport Carl was extremely helpful and supportive.He applied a discount for my I convenience and did a replacement fuse at the last minute."
6/20/18,5,"If only all mercedes dealerships were as efficient as Warrington.
Very up to date technology,
with the e-mail video view/ commentary one hour after checking in.
A special mention to a young lady named Gemma who has all the people skills to go far.
David Belshaw"
6/20/18,2,"I am dissatisfied with the service provided. Let me explain, I have booked an appointment with Cooper BMW Durham in Midmay and this was cancelled the evening before the appointment due to unavailability of parts and I was told that they will rebook in a week’s time but never received a call back so had to call them back after 3weeks to book another appointment and this time I dropped the car at 8:30am and agreed to hand it back at 5:00pm with a wash and hoover done. Surprisingly no call to me on any updates. I went to Cooper BMW Durham at 5pm to collect the car expecting it to be ready by then and they kindly asked me to wait. so, at around 5:30pm I was told that your car is ready but without a wash nor hoover done for which I was upset. Here itself they have broken their said ten customer commitments which they have proudly written in their showroom. Later I received the car at about 6:20pm with just a wash. Unhappy."
6/20/18,4,Very friendly and helpful staff. Work completed early and satisfactory
6/20/18,4,The problem of not giving five stars is that it was hard to get through to book a service on the telephone
6/20/18,5,"Car was in for service, picked up from and delivered back home at times agreed.. All aspects of the appointment efficiently and courteously managed."
6/20/18,5,car collected and returned free. Polite and friendly 'collecter' on time on both occasions. Car immaculately clean.
6/20/18,5,"Collected the car from my home the evening before, kept me updated on the progress. Sent me a video showing the advisory on the M.O.T. They brought the car back washed and inside hoovered. The only fault I found was they were a bit pricey on there tyre quote."
6/20/18,5,"Really excellent service pleasant waiting area with refreshments,
Friendly very efficient staff service was complete in the stated time would not hesitate to use this dealership again."
6/20/18,5,Excellent service and communication.
6/20/18,1,"Would never go to Swindon Audi garage to fix our Q7, poor comunication and customer services, appointments not being met, had it booked in and wasn't looked at until 3 days later then given a wrong diagnostics, they wanted to charge us for work that didn't doing, and then a new Turbo when one is not needed, as they can not be bothered to fix a part that needed fixing. Money grabbing company!! Totally against the FCA and Trading Standards. Optinons given your turbo is in great condition, however we won't change the part you need we will change the turbo!! you can go to another garage and have the part changed tow your vehicle back and then we will programme it so you can drive it!! Absolute Joke!!! Would never recommend any one to use or buy from Swindon Audi. If you don't want to be ripped off then don't use the Swindon Branch"
6/20/18,5,"Delighted with my new S3 and with the team at Tetbury Audi, especially Alex Brookes the Sales Executive. Alex was extremely helpful throughout the whole process, including a test drive and the part exchange of my old vehicle."
6/20/18,5,Professional from start to finish
6/20/18,1,"Purchased a Mercedes in March 2018 with it being advertised with FULL Main Dealer Mercedes Service History, and was told it was last serviced in October 2017. Upon collecting the car it came to light that the car was serviced in April 2017, we were then given the opportunity to have a free service at their garage but as it supposedly had Mercedes History we declined as wanted to maintain the Main Dealer Mercedes history, so we were given some free fuel (no way near the cost of the service).

After a struggle to get it booked into inchape Mercedes in Derby for a service it came to light that the car didn't have Full Mercedes history! The advert for the car aswell as the the video the salesman made before we travelled to view the car and phonecalls with them all show that they advertised and sold this vehicle with Mercedes Main Dealer history!! A MAJOR FAIL from a dealer of this size!

Made a complaint through inchcape and offered a poor resolution!

UPDATE: We have raised this with the Motor Ombudsman and INCHAPE have not responded after months..

Also sending this to FCA for the way they try and MISS SELL finance products!"
6/20/18,5,"I’ve now purchased 9 cars from east Kent Audi
And always used the sales executive Harry Bryant . Lastest purchases this month were my new Q7 and the new Q2 for my wife.
Harry is extremely professional & polite as are all the team that greet you, I would highly recommend the entire services of east Kent Audi ."
6/19/18,5,"Again a first class service with Inchape Coventry. Took us through all the details of the service and MOT in easy to understand way, cant fault them in anyway."
6/19/18,5,All good very pleased
6/19/18,5,"I received excellent service from Mercedes Loughborough, particularly from Emile. Thank you."
6/19/18,1,"Cooper Norwich
Arranged one of these much advertised 'drive it your way' test drives. Gave plenty of notice on my online booking form (13 days) of the car I was looking to drive, the date and time, confirmation received. All planned to coincide with service on my own BMW. Leave key with service desk and they take me over to the reception for my hand over to sales. Took 20 minutes for sales guy to turn up (product genius actually turned up) and then complete farce ensued - didn't have model choice - would I want to try something else, er no, that's why I requested the car I requested - what if I get you something close - er no again - and so it continued topped off by guy saying he would be accompanying my test drive if I decided to go !!
Gave up, returned to service desk relayed story, said they would raise issue with sales manager. 15 mins later said sales manager turns up - admitted that no one had actually read the request, knew nothing about it and besides, the small print says that not all cars are stocked - well excuse me for giving you nearly 2 weeks notice for said car, nobody thought to let me know!! Clearly my fault !!!
Had this several times before here, service dept is excellent, sales side have a whole upper level of arrogance few will be able to better......choose any other BMW dealer to do business with."
6/19/18,5,"Fantastic Customer Service from start to finish. The sales Executive Carl at the Approved Used dealer in Hyde was extremely helpful, courteous and understanding of my specific requirements and no hard sell what so ever. My Audi A3 was in immaculate condition throughout and my overall experience of the car buying purchase was an excellent one. Would highly recommend to anyone."
6/19/18,4,"Seen a few bad reviews but from boking in (and changing my apointment twice no problem) was a good experiance, only issue was the car was clean through a small change went missing not good."
6/18/18,1,"My car was booked in for an MOT plus a few other maintenance points. I had an email confirming this but only the MOT was carried out after waiting for over 3 hours. On challenging this I was told it wasn’t on the job sheet and there was nothing they could do. I insisted on the other things being looked into and reluctantly the next thing on the list was done. The people I dealt with were disinterested and had no idea of customer service, blaming everybody else. When I asked to speak to the person in charge I was told there wasn’t anyone in charge. I left my number so that the person could ring me on the next working day and no one called. Appalling experience from start to finish."
6/18/18,5,"Great service, clear information about the whole process of buying my mini."
6/18/18,5,"I've just bought a new car from Toyota in Basingstoke and the whole process was seamless. All staff were very welcoming and friendly with no pressure! Communication was great all the way through and I knew exactly what was happening and when.
My handover was very thorough.
I would definetly recommend them."
6/18/18,5,"Came in to get a map update & air con regass for my 6 Series. Had a great experience at the Service Desk from Tom who was professional & swiftly took all the details & arranged my courtesy car - a 530d which was much appreciated.

All sorted by 2pm & returned to a nice clean car & bill sorted out swiftly without any fuss or issues.

BMW Norwich clearly have a great team.

Thank you."
6/18/18,5,"Nice showroom, great waiting lounge for the service team with coffee machine and squash available. Service reception was prompt, courtesy car was great amd video update to my phone of the issues found was perfect. Overall good service at a reasonable price"
6/18/18,5,"Excellent service thank you no issues at all, helpful friendly staff"
6/18/18,5,Excellent service. They made buying a car incredibly easy
6/18/18,5,"Having it been my first time taking out finance and a new car, the sales advisor (Jad) was very helpful answered all questions and queries and made me feel very reassured and excited for collecting my new car. Really friendly and presentable staff. Reccomended car garage."
6/18/18,5,"I started at the Inchcape centre at Thames Ditton but I found the service was terrible, no one was interested in seeing me, the receptionist told me no one available but staff were sitting at desks playing with their mobiles, after half an hour of waiting for someone to book me in for a spring checkup and asking the receptionist one last time how much longer I had to wait and her reply was still vague, I left and went to the centre at Cobham.
Wow, what a complete difference it was, as I walked into the centre, I was greeted with a smile from the lady at the desk, not a frown, I was directed to another lady who asked me to sit down and offered me a drink with the reassurance that someone would be with me shortly not, no one was available and don’t know when someone would be able to help me, no sooner had I sat down with a coffee I was called over to a service desk where, with a nothings too much attitude I had a date booked for my car to come in and I was walking out the door in about 15 minuets and extremely satisfied, never again will I set foot in the Thames Ditton branch, which is a shame as that is where I bought my car. Well done Cobham, see you again soon."
6/18/18,5,"Excellent service, have bought from them before and went back for my second VW. First class service with a personal touch ( and the coffee's not too bad !) I dealt with John Muldoon on both occasions and to be honest you would not find a better guy, listens understands and gets the car that's right for you. Seriously go there you won't be disappointed. Tell them I sent you"
6/18/18,5,Matt was excellent in providing the right deal for me!
6/18/18,5,"Staff polite and helpfull, service completed ahead of estimated time, Livvy was very professional, friendly and knew her job well, a credit to the company,,thankyou"
6/18/18,2,I had my rear brake light (on the top of the boot) and when I pick my car up it had dirty greasy fingerprints all over the top of the boot. I don't expect this kind of service from BMW main dealers.
6/18/18,4,Recent purchase of a used Audi Q5. Turned around and driven away in 4 days. Kept informed of progress and was always available to speak to with any queries. Would recommend.
6/18/18,5,"When I first walked into the Audi garage I was greeted, the receptionist was miserable and quite frankly that put me off even looking let alone buying. But then Georgette greeted me. She made me feel like my time was important to get and listened to everything I wanted. She walked me round a few cars and took me to the ones I had been viewing. I was right on time but she made her schedule work around me. She gave excellent service and went above and beyond. She really is an asset to the company. Without her standard of service and shining personality I can guarantee I would not of purchased from the Audi Crawley branch due to the lack of service i saw when I took my first steps inside."
6/18/18,1,"Waited too long to be served, over 30 mins each side of dropping off my car and picking it up. Failed the MOT on a bald tyre and told to get one fitted myself and comeback to get the MOT sign off, as the tyre person was away. I will never return to Mini to service and MOT my Mini. I have found a cheaper and more local garage, that has a better customer service and lower prices."
6/18/18,5,"As a customer of Cooper BMW Reading for many years, the service received on my visit last week was of the level I have experienced many times. Efficient, professional and friendly. I will continue to use Coopers as long as the service levels remain as good as they currently are"
6/18/18,5,Efficient service all round
6/18/18,5,"Visited one Land Rover dealer six times and left frustrated six times, visited Hunters at Kings Lynn once and inside two hours had purchased a motor. Received excellent service and advice from Gary Steeles."
6/18/18,5,"Spot on ! Worked hard to find the appointment to fit our busy schedule. Did everything asked and all ready to collect at agreed time.
Nothing else to add but our thanks !"
6/18/18,5,"Great service from Jessica and all the service team.
Checking in and picking up my courtesy car was slick and I was extremely impressed by the You Tube video the engineer sent me on my tyres.
I do have to return to the garage today as my service warning message has come back on, but I am assured the process will be quite quick.
Thank you Team Inchcape!"
6/18/18,3,"Did not quite get that ""feeling"" that I have had from my regular centre - Teesside Audi - Number of things that dissapointed me - was told I could not have an upgrade for my Sat Nav unless I paid £250 - I did not get a cal that my car was ready to be picked up even though I was told that that would happen - was told my fluid levels would be topped up but shortly after leaving the centre I got the warning light that Adblue need to be added - so that fluid had not been filled - was told that the car would be vacuumed but when I looked in the boot later next day then it was quite evident that the boot had not been touched"
6/18/18,5,"Used for a couple of years now for my service and MOT. They even pick up the car from your house and, if using that particular service, send a video from the mechanic looking under the car and talking through the work needed. Recent MOT was cheaper than expected and even talked me out of some expensive work I thought needed doing - the opposite to some I've used before! Highly impressed by them all round."
6/18/18,3,"All in all an okay experience however I was told that my vehicle would be ready between 4-6 and I would be contacted when it was ready to pick up. I had stated that we were going away for the weekend and if it could be available for pick up sooner that would be appreciated. Unfortunately by ten past 6 we still hadn't received a call, I called the dealer ship and they had missed it because one of the engineers that was working on my car had to leave urgently, therefore it had been ready earlier however no one had called us to notify us the vehicle was ready. When I picked the vehicle up the staff were extremely apologetic. When collecting the car, the member of staffing I was dealing with mentioned that the valet is part and parcel of the service. The car had been washed and the inside looked to have been started however the foot well mats for the back seats were still on the seat and it generally felt like it had been rushed or just started due to the service engineer having to leave in a hurry. Like I say all in all okay but it could have been a little better."
6/18/18,4,"Booked Service and told it was £600+. Was not advised of other options when I booked (up to this point it was previously as company car but I purchased it recently.)
When I came to pay was told of monthly service plan which knocks £200 off bringing it more in line with what I pay for other vehicles such as Land Rover.

Why are we left hanging outside with doors locked when times clearly state that Service opens at 08:00. Had 4 services at Oxford branch and all times I have had to wait for doors to be unlocked.

Finally, why do we have to pay for Courtesy cars? Most other garages provide for free.

Otherwise a fab service."
6/18/18,5,"Excellent service from the selling of the car, help, keeping in touch and the handover! Every aspect was covered, mainly due to Noel and Glen’s great help at Mini Cooper Norwich!"
6/18/18,3,"Took my car for the safety recall on the steering colum airbag. Reception was good and the technician came out promptly to take my keys. I was told 1-2 hours and only waited 50 mins. However on getting to my car and driving away the steering wheel lock had not been put on and although a small annoyance the clock had not been reset after the job. I rang in returning home and explained that this was my first visit and not too impressed! I received a verbal apology from the receptionist who advised she would inform the technician. Not the most positive experience, hope no errors with the safety recall work!"
6/18/18,5,"I initially visited the showroom with a view to buying an E Pace and saw Joe Carey who was very helpful .After seeing an F Pace and organising a test drive I decided that model was more suitable for my purposes. Joe came up with a good part exchange offer to enable to proceed with the purchase of the vehicle which I'm extremely pleased with. Joe was very professional and I would have no hesitation in recommending him and the other staff to friends and family, I believe friends of mine have already made enquires to purchase an E Pace."
6/18/18,3,"The service assistant, Livvy was really good.
After a poor start of left waiting by the desks instead of being shown to the seating area. This was disappointing as at least 4 staff members walked passed me and didn’t point me in the right direction. I then had to go to the back of the queue, not happy.

Livvy did make up for this poor start.
She also informed me that I wasn’t due a service just MOT. Why couldn’t they inform me when I booked the vehicle in?

Also I’ve had the car for two years now and Mini still keep sending all correspondence through in the name of my husband. Not good"
6/18/18,1,"Very poor. Car returned to me without fully been serviced. (Had request to have the air con serviced but was ignored). On previous visit, message with video was sent to me, this time however did it couldn't care about it."
6/18/18,4,"Friendly service
Very expensive for a service"
6/18/18,5,"Fantastic, such kind and helpful people. 10/10 already have reckonmend to friends and family!"
6/18/18,3,Accounts department let the sales and service team down.
6/18/18,5,Great company to deal with.
6/18/18,5,"Excellent service, friendly and informative staff. Would definately recommend to others."
6/18/18,5,"my experience I must say was a great one, mark in service who I dealt with was my courteous and to the point. He bent over backwards to accommodate my request. Cooper BMW service has really impressed me, that’s the way all dealerships should be!"
6/18/18,1,"Safety check carried out at Hunters, I was told car was in safe running order, took my car to ATS for a second check only to be told my brake pads are 95% worn and need replacing asap. Rang Tim services manager only to told if your not happy take your elsewhere"
6/18/18,5,"Paul my sales contact was excellent. He was efficient, knowledgable, friendly and nothing was too much trouble. The service offered by the rest of the team was excellent. The car was better than I had imagined and with the extras that I requested make this a pleasure to own and drive. Looking forward to many happy years of motoring."
6/17/18,5,First class service.
6/17/18,2,"Car went in for a recall item. Battery terminal replacement. Didn't think it would take long. Went in at 08.00. Phoned several times in the afternoon to check progress, promised a call back but never got one. As 17.55 got a recorded message to say would I phone. Tried but their phone system kept dropping the call. Eventually drove to the garage to find out what was going on and eventually pick my car up at 18.15.
Basically it was impossible to make contact with service reception by phone."
6/16/18,5,Excellent service
6/16/18,2,"The sales man decided to tell me the car only came with 1 key after I had purchased the car. Given that the car cost me nearly £27,000 and was less than a year old I told him this was unacceptable and wanted 2 keys. After agreeing to supply me another key, the new key did not work when it arrived. After much emailing and leaving phone messages, I finally managed to a second key that actually worked.
A few weeks later, I then noticed that the car was missing a wind deflector which was meant to be part of the ""comfort package"". BMW Coopers Reading (Inchcape) did agree to supply me with this but i had to pick the part up myself from the dealership and would not send it to me despite it being quite small and light and so easy to send. I got no apology from them for this oversight!
All in all quite poor customer service and not one I would expect from BMW. Why do they not check the car over before selling it??"
6/16/18,5,I bought a used Jaguar XF Sportbrake trading in my Volvo. I was made to feel welcome and given whatever time needed to look at the car and drive it. Barry was very friendly and the whole experience was very good. I had a test drive which confirmed for me this was the car I wanted and I was offered I think a very fair trade in price for my car. The advantage of a 2 years manufacturers warranty and breakdown cover on a used car is very appealing. I had expected to have to pay more than from an independent garage but Inchcape offered by far the best deal. I look forward to using the service department in the future if it is anywhere near as good as the buying experience.
6/16/18,5,"All of the service was very professional at BMW Coopers (Sunderland). The staff were friendly, not pushy and helped us source a car that I am very happy with. I was also happy with the trade-in (price and process) for my old car. I will be going back to them to buy again when my car PCP starts to come near its end."
6/16/18,5,I would like to personally thank Mark Cruikshank and Catia Barbosa of Inchcape Stratford upon Avon Mercedes for my beautiful 2017 E Class Cabriolet which I recently purchased from them. They were thoroughly professional throughout the whole transaction and the car was handed over in A1 condition. Thank you both and I hope we can do business again in the future.
6/16/18,5,"Really terrific experience the staff are friendly, knowledgeable and welcoming."
6/16/18,3,"The handover was conducted by Yin who was very helpful despite being new to the Sales Team and the trade in general. I scored him 5* at the time and that was well deserved.
There were other issues:
1. I had to ask twice before the car was part-filled with petrol.
2. I was surprised to find that the next service is due in November. I expect to have had the benefit of 12 months motoring at least until incurring this expense. I was able to negotiate the November service ""at cost"". I would anticipate an interesting discussion in the future about what constitutes cost!
3. After handover, when setting up the InControl App, I discovered that the vehicle was already connected to another account. It took 3 calls to the dealership before anyone would talk to me about this. The issue was finally resolved some 5 hours after my initial request for assistance.
4. I asked for information about the Thatcher Tracking System. I was not aware that the vehicle was fitted with this and I was concerned that there might be a subscription due. The dealership couldn't help me other than suggesting that I speak to Jaguar's. I phoned them and they told me that the Dealership should have sorted this. They did however provide me with the information I required.
Overall I am left with the impression that the Dealership is penny pinching and staff are inadequately trained. This comes as a surprise to me as I was expecting something much better from a Jaguar dealership. I speak as someone who worked in the motor trade, albeit many years ago. I have experience at various managerial levels, up to and including Dealer Principal. I would not be happy to receive a review of this nature."
6/15/18,5,"Bmw coopers Done really good job today by fixing dsc foult ,replacing a tyre and answered all the questions and went through the whole what’s been done on my ."
6/15/18,2,"Having previously felt well supported and treated with courtesy my recent experience left a lot to be desired. The manager tried to retrieve what started as a difficult situation by kindly driving me to my home. My £164 Service and air conditioning check turned into an £800 bill despite the fact that the car is still under warranty. What really upset me was the utter arrogance of Jirdan who when discussing the hourly labour rate (which is frankly extortionate) described other garages as “back street”. When I challenged him and said I thought it was a rude comment he just said he knew, as he had been a mechanic. Another customer, an elderly lady whose clutch had gone was horrified at her £795 quite. I have suggested she try Autologic in Guildford - where I would have gone myself had my car not supposedly been under warranty. Shane on you Toyota for your poor service and over inflated prices. My thanks to the manager who tried to retrieve the situation, but I am sorry, you have lost me and any recommendations I might have made."
6/15/18,5,"First impressions were fab and they didn't stop there.. the team was so attentive and knowledgeable. Goin through the different specs and budgets to meet my needs. All finance options were explained in detail.
I would highly recommend them"
6/15/18,5,"Very good experience from start to picking up the car 1st time purchasing from a dealer, i hope the after care will meet my expectations! James although new to Audi but not the industry, was very professional and keept me up to date through out."
6/15/18,5,Staff were very knowledgeable and helpful. Answered all of my questions and completed the service ahead of schedule. The costs were very transparent also.
6/15/18,5,As usual I was treated as a really valued customer. First service for my new car and it was picked up on time and delivered back early with all work completed to a high level. It had been valeted to an excellent standard - well done all round BMW!
6/15/18,5,Always a good experience however it is difficult to find a parking spot
6/15/18,5,"Booked a major service & MOT and as I live some distance from Colchester I booked a curtsey car for the day at no extra cost. Work was carried out plus a recall job by the end of the day. One other warranty job needed doing but a part had to be ordered so rebooked for the following week; again with a curtsey car, I was called late afternoon to say car was ready for collection, both times on collection the car had been cleaned and washed. First time I have used Inchcape at Colchester & so far can't fault them."
6/15/18,5,"Just collected my new car which is the 3rd I have purchased over the years from from BMW Cooper Cobham. This time was no exception to the excellent service I have always received. Maxine, Alex, Lee, Ben & Elliot all made sure I was getting the right car, the best deal and kept fully informed at all times. Nothing was too much trouble and always friendly with no pressure. Will be back again next time. Thank you."
6/15/18,1,"I booked an appointment for 9am for a 3 year warranty service plus MOT for my Mini. I arrived a few minutes early - nowhere to park I was told by a mechanic in the workshop to park my car on the road there were no spaces there either - all I was told “oh it’s always busy this time of the morning” Went to reception - no one there - went upstairs and interrupted a client meeting to ask where everyone was. I was told Terry is around and James on a half day. Over half an hour later I met with Terry and things got moving!! There is nowhere to sit in the Mini reception, no offer of coffee or water, I was told if I wanted to sit down I could go upstairs!!
A Taxi took me to Kingston station for which I was grateful - but because of the long wait I missed my train and had to wait half an hour for the next one!!
Last but not least I was told that I would be called when my car was ready to collect around 4pm - no call. I called at 5pm and was told I’d be called back - 5.30pm I was called by then it was too late for me to get to the garage by public transport by closing time 6pm to collect my Mini. All in all a total disaster as I am now up in Manchester until Tuesday and can’t collect until then - most inconvenient . Very poor service. BMW Mini should take a leaf out of the AUDI book - their service is faultless
Diana Cherry"
6/15/18,5,Really good service from booking in to collecting the vehicle when complete. The wash and valet carried out after the service was excellent.
6/15/18,5,Excellent customer services provided by Nathan Westwood.
6/15/18,5,"Excellent service , collection and delivery a great asset. Everyone I had dealings with very polite and helpful Service completed in time frame and car returned very clean. All of you please accept my thanks."
6/15/18,5,Car serviced promptly and valeted. Would recommend.
6/15/18,5,"Polite, caring staff. Professional service throughout. Took the car in with a serious problem that could not be resolved by my local garage. Came away with the problem solved - and the car beautifully cleaned!"
6/15/18,5,"Above average trade in price, below average price on new car. Kept informed all the way along the process. Great people great service. Not one for doing reviews good or bad but Cooper Tonbridge were faultless."
6/15/18,5,Nothing but praise for the service I received. All questions answered. Courtesy and information top notch. Generous instruction and tolerance of an older aged female faultless. A thoroughly enjoyable experience.
6/15/18,5,"Simple, painless, service cost exactly the pre-quote. All checked & valeted, spotless."
6/15/18,5,Happy with overall service
6/15/18,4,"Great customer service today, in and out much quicker than I expected.... but was still here about an hour so took my laptop to do some work while waiting, but the WiFi is appalling! I can't understand why a premium brand like this can't have a WiFi that is fit for purpose, even the engineer agreed how bad it was! Makes it very difficult to work while waiting so often have a loan car when I don't need one, just to be able to work from home while the work is being done! Great wifi would save me doing that and enable someone else to have the loan car instead.... just install decent WiF please!!"
6/14/18,5,Great and fast service. Friendly and excellent customer service!
6/14/18,5,"No issues from booking to picking up cleaned and vacuumed car, efficient process."
